# Name      CPU                       NCores Memory disks size Network      Power H6OS
t2bat0183 Intel(R)_Xeon(R)_E5640_2.67GHz 8 24 5 9.0 1000baseT/Full 220 140
t2bat0184 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 4 7.2 1000baseT/Full 220 140
t2bat0185 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0186 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0187 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0188 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0189 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0190 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0192 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0193 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0194 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.2 1000baseT/Full 220 140
t2bat0195 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0196 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0197 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 4 7.2 1000baseT/Full 220 140
t2bat0198 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0199 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0200 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
t2bat0201 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0202 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0203 Intel(R)_Xeon(R)_X5647_2.93GHz 16 16 5 9.0 1000baseT/Full 230 155
t2bat0204 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0205 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0206 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0207 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0208 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0209 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0210 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0211 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0212 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0213 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0214 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0215 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0216 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0217 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0218 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0219 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0220 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0221 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0222 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0223 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0224 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0225 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0226 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0227 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0228 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0229 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0230 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0231 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0232 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0233 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0234 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0235 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0236 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0237 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0238 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0239 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0240 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0241 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0242 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0243 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0244 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0245 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0246 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0247 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0248 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0249 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0250 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0251 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0252 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0253 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0254 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0255 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0257 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0258 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0259 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0260 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0261 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0262 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0263 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0264 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0265 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0266 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0267 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0268 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0269 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0270 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0271 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 4 7.2 1000baseT/Full 230 155
t2bat0272 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0273 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0274 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0275 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 3 5.4 1000baseT/Full 230 155
t2bat0276 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0277 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0278 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0279 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0280 Intel(R)_Xeon(R)_X5647_2.93GHz 16 24 5 9.0 1000baseT/Full 230 155
t2bat0281 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 32 11 29.7 1000baseT/Full 260 169
t2bat0282 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0283 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0284 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0285 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0286 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 10 27.0 1000baseT/Full 260 169
t2bat0287 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0288 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0289 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0291 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0292 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0293 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0294 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0295 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0296 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0297 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 32.5 1000baseT/Full 260 169
t2bat0298 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 10 27.0 1000baseT/Full 260 169
t2bat0299 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0300 Intel(R)_Xeon(R)_E5-2609_v2_2.50GHz 8 64 11 29.7 1000baseT/Full 260 169
t2bat0301 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 11 39.6 1000baseT/Full 550 360
t2bat0302 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 11 39.6 1000baseT/Full 550 360
t2bat0303 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 28.8 1000baseT/Full 550 360
t2bat0304 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0305 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0307 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0308 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0309 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0310 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0311 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 7 28.8 1000baseT/Full 550 360
t2bat0312 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0313 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 38.0 1000baseT/Full 550 360
t2bat0314 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0315 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0316 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0318 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0319 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0320 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 11 39.6 1000baseT/Full 550 360
t2bat0321 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0322 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 7 30.8 1000baseT/Full 550 360
t2bat0323 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0324 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0325 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 43.8 1000baseT/Full 550 360
t2bat0326 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 36.2 1000baseT/Full 550 360
t2bat0327 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0328 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0329 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 34.4 1000baseT/Full 550 360
t2bat0330 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 4 38.7 1000baseT/Full 1100 369
t2bat0332 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0333 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0334 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 7 34.4 1000baseT/Full 550 360
t2bat0335 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0336 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0337 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0338 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0339 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 8 32.5 1000baseT/Full 550 360
t2bat0340 Intel(R)_Xeon(R)_E5-2650_v2_2.60GHz 32 64 11 39.6 1000baseT/Full 550 360
t2bat0341 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 36.2 1000baseT/Full 1100 369
t2bat0342 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 36.2 1000baseT/Full 1100 369
t2bat0343 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 32.6 1000baseT/Full 1100 369
t2bat0344 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 36.2 1000baseT/Full 1100 369
t2bat0345 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0346 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0347 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0348 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 6 27.2 1000baseT/Full 1100 369
t2bat0349 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0350 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0351 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0352 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0353 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 8 34.4 1000baseT/Full 1100 369
t2bat0354 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 28.9 1000baseT/Full 1100 369
t2bat0355 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 6 25.3 1000baseT/Full 1100 369
t2bat0356 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 28.9 1000baseT/Full 1100 369
t2bat0357 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 28.9 1000baseT/Full 1100 369
t2bat0358 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 34.4 1000baseT/Full 1100 369
t2bat0359 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 28.9 1000baseT/Full 1100 369
t2bat0360 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 6 25.3 1000baseT/Full 1100 369
t2bat0362 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 32.8 1000baseT/Full 1100 369
t2bat0363 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 7 32.8 1000baseT/Full 1100 369
t2bat0364 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 54.9 1000baseT/Full 1100 369
t2bat0365 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 47.4 1000baseT/Full 1100 369
t2bat0366 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0367 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 64.0 1000baseT/Full 1100 369
t2bat0368 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 47.4 1000baseT/Full 1100 369
t2bat0369 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0370 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0371 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0372 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 49.1 1000baseT/Full 1100 369
t2bat0373 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 60.4 1000baseT/Full 1100 369
t2bat0374 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0375 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 51.0 1000baseT/Full 1100 369
t2bat0376 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0377 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 47.4 1000baseT/Full 1100 369
t2bat0378 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0379 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 51.0 1000baseT/Full 1100 369
t2bat0380 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 47.4 1000baseT/Full 1100 369
t2bat0381 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0382 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 67.6 1000baseT/Full 1100 449
t2bat0383 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 51.0 1000baseT/Full 1100 449
t2bat0384 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0385 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 64.0 1000baseT/Full 1100 449
t2bat0386 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0387 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0388 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 54.9 1000baseT/Full 1100 449
t2bat0389 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 51.0 1000baseT/Full 1100 449
t2bat0390 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0391 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0392 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.3 1000baseT/Full 1100 449
t2bat0393 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 52.7 1000baseT/Full 1100 449
t2bat0394 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 54.6 1000baseT/Full 1100 449
t2bat0396 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 49.1 1000baseT/Full 1100 449
t2bat0397 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0398 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 51.0 1000baseT/Full 1100 449
t2bat0399 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0400 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 63.7 1000baseT/Full 1100 449
t2bat0401 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0402 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0403 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.6 1000baseT/Full 1100 449
t2bat0404 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 53.0 1000baseT/Full 1100 449
t2bat0405 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 112 11 49.1 1000baseT/Full 1100 449
t2bat0406 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 58.5 1000baseT/Full 1100 449
t2bat0407 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0408 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 60.3 1000baseT/Full 1100 449
t2bat0409 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0410 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0411 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 54.6 1000baseT/Full 1100 449
t2bat0412 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 45.5 1000baseT/Full 1100 449
t2bat0413 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 58.5 1000baseT/Full 1100 449
t2bat0414 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0415 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 64.0 1000baseT/Full 1100 449
t2bat0416 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 45.5 1000baseT/Full 1100 449
t2bat0417 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0418 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 77.3 1000baseT/Full 1100 449
t2bat0419 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0420 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 49.1 1000baseT/Full 1100 449
t2bat0421 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 10 56.8 1000baseT/Full 1100 320
t2bat0422 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 9 49.5 1000baseT/Full 1100 320
t2bat0423 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 62.3 1000baseT/Full 1100 320
t2bat0424 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 10 55.0 1000baseT/Full 1100 320
t2bat0425 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 60.5 1000baseT/Full 1100 320
